23.100;190
23.105;320
23.106;400
23.107;200
23.110;440
23.111;970
23.115;550
24.100;700
24.105;850
24.110;2000
24.115;2100
24.120;1530
24.121;1950
24.125;1950
24.130;1950
24.135;2100
24.140;2100
24.145;2100
24.150;2100
24.155;2100
24.160;2100
24.165;4500
24.170;6750
24.175;6750
24.180;10200
24.185;12000
24.190;18000
24.195;4350
24.196;4800
24.200;4200
24.205;2600
24.215;3750
24.216;6600
24.217;12420
24.221;4875
24.225;2400
24.230;2700
24.231;2200
24.235;4200
25.105;2700
25.110;2310
25.115;2100
26.140;2500
26.141;3300
26.142;4000
26.143;3750
26.144;3750
26.145;3300
26.146;3750
26.147;3300
26.148;3300
26.149;3300
26.150;3300
26.151;3300
26.152;3300
26.153;3300
26.154;3300
26.155;3300
26.156;3300
26.157;3750
26.165;1600
26.188;3300
26.293;2500
27.100;230
27.105;240
27.110;240
27.115;170
27.120;380
27.130;1100
27.135;2850
27.140;1950
27.145;840
27.165;1500
27.170;1500
27.195;1500
27.200;900
27.205;230
27.220;3780
28.100;400
28.105;390
28.108;7500
28.110;390
28.115;390
28.120;370
28.125;670
28.130;470
28.135;470
28.145;1450
28.150;540
28.155;900
28.160;770
28.165;650
29.100;380
29.105;380
29.110;370
29.111;1100
29.115;380
29.120;380
29.125;900
29.130;360
29.135;980
29.140;1200
29.145;400
29.150;1200
29.155;900
29.160;700
29.165;720
29.170;680
29.175;1200
29.180;1530
29.185;1700
29.190;810
29.195;2400
29.196;2000
29.197;4050
30.100;1120
30.105;480
30.110;900
30.115;1800
30.120;450
30.125;800
30.130;900
30.131;1400
30.133;3000
30.135;1725
31.100;530
31.102;540
31.110;600
31.115;900
31.120;1800
31.125;3750
31.130;1750
32.100;680
32.105;960
32.110;1300
32.115;950
32.120;1650
33.100;900
33.105;1200
34.100;800
36.105;2900
37.100;950
38.100;650
38.105;500
38.110;550
38.115;630
38.120;700
38.125;610
38.130;700
38.135;950
38.138;1450
38.140;1500
38.150;1500
38.155;1800
38.160;920
38.165;1650
38.166;1800
38.170;2500
38.175;2500
38.185;2250
38.190;3600
39.100;1100
39.105;800
39.106;1260
39.110;1100
39.115;1090
39.120;1200
39.125;1200
39.127;950
39.130;900
39.135;900
39.140;1400
39.142;2400
39.143;1400
39.144;1400
39.145;1200
39.150;2100
39.152;900
39.155;900
39.160;4500
39.165;1800
39.170;2850
39.185;1350
39.199;1470
39.200;2800
39.201;6700
39.202;1575
39.203;6500
39.213;1200
39.215;1500
39.230;1350
39.235;1800
39.240;1250
39.245;1250
39.250;1650
39.251;4700
39.255;900
39.260;900
39.265;1700
39.270;1600
39.275;1650
39.278;2400
39.280;1250
39.285;2000
39.290;1800
39.292;1650
39.295;1800
39.300;2400
39.305;1200
39.310;1200
39.315;3450
39.320;5250
39.325;450
39.330;3000
39.335;1440
39.340;1530
39.500;4000
39.505;3800
39.510;6300
39.515;1800
39.516;7300
39.550;460
39.555;1380
40.100;150
40.105;170
40.110;170
40.115;170
40.116;2400
40.118;230
40.119;630
40.120;460
40.125;230
40.130;260
40.135;170
40.140;240
40.145;170
40.150;180
40.155;1500
40.160;500
40.165;210
40.170;210
40.175;300
40.180;1200
40.185;1100
40.195;6150
40.205;6150
40.206;3300
40.230;2000
40.235;900
40.245;2200
40.280;2500
40.285;3000
40.286;4700
40.290;2900
40.295;4700
40.296;7500
40.297;7950
40.298;6300
40.299;7200
40.301;5700
40.302;1500
40.303;2000
40.304;8100
40.305;1700
40.306;6600
40.307;7950
40.308;2400
40.309;6800
40.310;4400
40.311;8100
40.312;9750
40.313;6800
40.314;4800
40.315;4900
40.320;1950
40.321;1500
40.322;1500
40.323;1500
41.100;2800
41.102;1800
41.120;500
41.121;500
41.122;500
41.123;500
41.125;500
41.126;500
41.127;500
41.129;500
41.130;500
41.131;500
41.132;500
41.134;500
41.135;500
41.136;500
41.137;500
41.140;500
41.142;500
41.143;500
41.144;500
41.145;500
41.146;500
41.148;500
41.149;500
41.150;500
41.151;500
41.152;500
41.153;500
41.154;540
41.160;2500
41.161;2100
41.162;2100
41.163;2100
41.165;1950
41.169;450
42.115;900
42.120;1090
42.130;550
42.135;600
42.145;320
42.150;350
42.155;320
42.160;540
42.165;1080
42.170;960
42.180;4950
42.181;4000
42.185;5600
42.186;1725
44.125;720
46.100;340
46.105;350
46.110;920
46.115;950
46.125;270
46.126;1700
46.135;650
46.140;800
46.145;520
46.150;730
46.155;770
46.160;450
46.165;600
46.175;970
46.180;780
46.185;1010
46.190;1100
46.195;680
46.200;470
46.205;1000
46.209;1200
46.210;530
46.211;530
46.212;600
46.213;900
46.214;500
46.215;800
46.218;550
46.219;950
46.220;530
46.221;1350
46.222;1300
46.225;750
46.230;650
46.235;1220
46.240;700
46.250;700
46.255;810
46.260;700
46.262;1450
46.263;1400
46.265;800
46.266;710
46.267;800
46.269;1950
46.270;870
46.275;770
46.280;1100
46.285;1500
46.295;1500
46.310;950
46.315;950
46.320;1100
46.325;1100
46.335;1600
47.100;440
47.105;470
47.110;270
47.115;800
47.120;400
48.100;550
48.101;700
48.102;1100
48.103;600
48.105;700
48.111;600
48.112;570
48.115;570
48.120;540
48.125;530
48.130;730
48.136;700
48.140;700
48.145;540
48.146;690
48.150;590
48.155;650
48.160;650
48.165;900
48.166;900
48.170;700
48.175;500
48.180;500
48.181;700
48.185;650
48.190;600
48.195;500
48.201;820
48.205;840
48.209;880
48.210;900
48.212;1300
48.218;610
48.224;7400
48.225;900
48.226;850
48.227;850
48.228;750
48.230;650
48.231;900
48.232;600
48.233;600
48.236;1300
48.237;1350
48.240;860
48.250;1300
48.255;1000
48.260;1000
48.265;770
48.270;770
48.271;700
49.100;670
49.105;600
49.110;1550
49.115;750
49.130;750
49.132;750
49.140;530
49.150;500
49.160;850
49.170;610
49.176;540
49.180;540
49.185;580
49.187;700
49.195;900
49.210;1400
49.215;1500
49.220;1500
49.225;1200
49.235;1650
49.240;1875
49.250;1200
50.100;4400
50.110;9000
50.115;1000
50.120;600
50.125;3200
50.130;700
50.135;3200
50.140;1900
50.145;950
50.150;450
50.155;600
50.160;420
50.165;650
50.170;650
50.175;550
50.180;750
50.185;880
50.195;800
50.235;600
50.240;2300
50.245;3900
50.275;3300
50.500;2350
50.505;2350
50.510;2350
50.515;1800
50.520;11550
50.525;6600
51.140;890
51.141;660
51.150;2500
51.155;500
51.160;1600
51.165;1800
52.100;300
52.105;300
52.110;300
52.115;350
52.120;550
52.130;390
52.135;300
52.145;300
52.150;330
52.155;360
52.160;600
52.165;780
52.170;850
52.185;450
52.190;450
52.195;420
52.200;450
52.205;320
52.210;500
52.215;360
52.220;470
52.235;600
52.245;440
52.335;800
52.340;700
52.345;700
52.350;700
52.355;800
52.360;800
52.370;2150
52.375;1600
52.390;480
52.395;1800
52.410;650
52.420;620
52.422;350
52.425;700
52.435;640
52.436;990
52.438;1500
53.110;900
53.125;300
53.150;340
53.155;750
53.160;660
53.170;450
53.190;1500
53.195;1000
53.235;500
53.245;700
53.250;1000
53.255;600
53.265;460
53.270;1200
53.275;400
53.280;2560
53.290;2700
53.293;1000
53.295;600
53.297;1300
53.300;1300
53.315;700
53.340;1480
53.350;550
53.355;2600
53.360;880
54.100;900
54.101;1240
54.103;1290
54.104;1000
54.105;900
54.106;500
54.107;1500
54.109;1000
54.110;630
54.111;700
54.115;1050
54.120;1650
54.121;900
54.125;800
54.130;990
54.135;1200
54.136;1920
54.140;650
54.141;540
54.145;990
54.150;800
54.151;900
54.155;1200
54.157;900
54.165;1800
54.171;1500
54.172;2300
54.180;380
54.185;1110
54.186;1290
54.200;2000
54.201;2500
54.203;1290
54.205;1060
54.206;700
54.210;780
54.215;1260
54.220;900
54.225;800
54.230;1060
54.240;800
54.245;800
54.250;800
54.255;860
54.260;800
54.265;800
54.300;800
54.340;1950
54.345;1200
54.410;800
54.415;630
54.420;980
54.425;800
54.430;800
54.435;460
54.440;720
54.445;720
54.500;920
55.200;9400
55.205;8250
55.210;7800
55.215;9750
55.220;7500
55.225;6750
55.230;8800
55.240;9000
55.245;10500
55.250;7500
55.255;7500
55.260;7500
55.265;7350
55.270;6750
55.275;9750
55.285;8250
55.290;9000
55.295;7500
55.300;8250
55.305;8400
55.310;4200
55.315;6000
55.320;9000
55.325;3150
55.330;3300
56.100;60000
56.105;60000
56.110;60000
56.115;60000
56.120;7800
56.125;12000
56.130;18700
56.135;7500
56.139;3800
56.140;7800
56.145;7800
56.150;9750
56.155;11250
56.160;7950
56.165;12400
56.170;21750
56.175;45000
56.180;31500
56.185;45750
56.190;17200
56.195;32000
56.200;24000
56.205;24750
56.210;6000
56.215;22500
56.220;27700
56.225;22500
56.230;9750
56.235;9750
56.240;29000
56.245;9000
56.250;22500
56.255;15700
56.260;9750
56.265;15700
56.270;9750
56.275;9750
56.280;9750
56.285;9750
56.290;9750
56.295;9750
56.300;8400
56.305;9750
56.310;9750
56.315;9750
56.320;9750
56.325;4500
56.350;37500
56.355;21750
56.360;12700
56.365;9750
56.370;19500
56.375;27000
56.376;4000
57.000;13900
58.100;7000
58.110;29300
58.200;12000
58.205;13200
58.210;15300
58.215;15300
58.220;4050
58.225;5200
58.230;18750
59.116;1700
59.141;1600
59.143;1600
59.144;7000
59.146;5000
63.225;2680
66.100;2800
66.105;4200
66.110;4200
66.115;2800
66.120;4300
66.125;4200
66.300;25500
67.100;990
67.103;1600
67.105;1600
67.110;1600
67.111;1100
67.114;2300
67.120;1600
67.121;1600
67.125;1600
67.135;1600
67.140;1600
67.145;990
67.155;1600
67.160;1600
67.165;1600
67.170;1600
67.171;1600
67.175;900
67.185;900
67.190;900
67.195;990
67.200;990
67.215;990
67.230;1600
67.235;900
67.240;990
67.241;1650
67.245;900
67.285;990
67.290;990
67.295;1600
67.305;900
67.315;900
67.320;1700
67.325;1600
67.335;1600
67.350;1500
67.355;1800
67.365;1800
67.370;1600
67.380;900
67.700;22500
67.710;31500
67.815;5250
67.825;5250
68.100;720
68.101;720
68.102;720
68.103;720
68.104;720
68.105;720
68.106;720
68.107;720
68.108;720
68.109;720
68.110;720
68.111;720
68.112;720
68.115;720
68.116;720
68.117;720
68.119;720
68.120;720
68.121;720
68.122;720
68.123;720
68.124;720
68.125;720
68.126;720
68.127;720
68.128;720
68.129;720
68.130;720
68.131;720
68.132;720
68.133;720
68.134;720
68.135;720
68.136;720
68.137;720
68.138;720
68.139;720
68.140;720
68.141;720
68.142;720
68.143;720
68.144;720
68.145;720
68.146;720
68.147;720
68.149;720
68.150;720
68.151;720
68.153;720
68.154;720
68.155;720
68.156;720
68.157;720
68.158;720
68.159;720
68.160;720
68.161;720
68.162;720
68.163;720
68.164;720
68.165;720
68.167;720
68.168;720
68.169;720
68.170;720
68.171;720
68.172;720
68.173;720
68.174;720
68.175;720
68.177;720
68.178;720
68.179;720
68.180;720
68.181;720
68.182;720
68.183;720
68.184;720
68.185;720
68.186;720
68.187;720
68.188;720
68.191;720
68.194;720
68.195;720
68.196;720
68.197;720
68.199;720
68.200;720
68.201;720
68.202;720
68.203;720
68.205;720
68.207;720
68.208;720
68.209;720
68.210;720
68.212;720
68.213;720
68.216;720
68.217;720
68.218;720
68.219;720
68.220;720
68.221;720
68.222;720
68.223;720
68.224;720
68.225;720
68.227;720
68.228;720
68.229;720
68.230;720
68.231;720
68.232;720
68.234;720
68.235;720
68.236;720
68.237;720
68.238;720
68.239;720
68.240;810
68.242;720
68.243;720
68.245;720
68.247;720
68.248;720
68.249;720
68.250;720
68.251;720
68.252;720
68.253;720
68.254;720
68.255;720
68.257;720
68.259;720
68.261;720
68.262;720
68.264;720
68.265;720
68.266;720
68.267;720
68.269;720
68.270;720
68.271;720
68.272;720
68.273;720
68.274;720
68.275;720
68.276;720
68.277;720
68.278;720
68.279;720
68.280;720
68.281;720
68.282;720
68.283;720
68.284;720
68.286;720
68.287;720
68.288;720
68.289;720
68.290;720
68.291;720
68.298;720
68.306;720
68.307;720
68.308;720
68.310;720
68.311;720
68.312;1080
68.313;720
68.314;1080
68.315;1080
68.316;900
68.317;1080
68.318;1080
68.319;900
68.320;940
68.322;1080
68.324;1080
68.326;900
68.327;1080
68.329;1080
68.330;900
68.331;1080
68.332;900
68.334;1080
68.335;1080
68.336;1080
68.337;1080
68.338;630
68.339;720
68.340;720
68.341;720
68.342;720
68.345;720
68.347;630
68.348;720
68.349;720
68.350;630
68.351;720
68.352;720
68.353;720
68.354;720
68.355;720
68.356;720
68.357;720
68.358;720
68.359;720
68.360;720
68.361;720
68.362;720
68.363;720
68.364;720
68.365;720
68.366;720
68.367;720
68.368;720
68.369;720
68.370;720
68.371;720
68.372;1080
68.373;720
68.374;1080
68.378;720
68.382;720
68.385;720
68.387;720
68.388;720
68.389;720
68.390;720
68.391;720
68.392;720
68.393;900
68.394;720
68.396;720
68.397;720
68.399;720
68.402;720
68.403;720
68.405;720
68.406;720
68.408;720
68.409;720
68.411;720
68.412;720
68.413;720
68.414;720
68.415;720
68.416;720
68.417;720
68.418;720
68.419;720
68.420;720
68.421;720
68.431;630
68.433;630
68.434;720
68.435;720
68.436;720
68.439;801
68.440;720
68.442;720
68.453;720
68.455;720
68.461;720
68.465;720
68.501;720
68.502;720
68.504;720
68.505;720
68.507;720
68.508;720
68.584;720
68.585;720
68.586;720
68.701;720
68.702;720
68.703;720
68.704;720
68.705;720
68.711;720
68.712;720
68.713;720
68.715;720
68.716;720
68.718;720
68.719;720
68.720;720
68.723;1350
68.724;720
68.725;720
68.726;720
68.728;720
68.729;720
68.731;720
68.732;720
68.733;720
68.734;720
68.735;720
68.736;720
68.737;720
68.741;720
68.743;720
68.745;720
68.746;720
68.747;720
68.748;720
68.751;720
68.752;720
68.753;720
68.754;720
68.755;720
68.756;720
68.757;720
68.758;720
68.759;720
68.760;720
68.761;720
68.762;720
68.763;720
68.764;720
68.765;720
68.771;720
68.772;720
68.773;720
68.774;720
68.775;720
68.776;720
68.781;720
68.782;720
68.783;720
68.784;720
68.785;720
68.786;720
68.801;720
68.802;720
68.803;720
68.805;720
68.806;720
68.807;720
68.808;720
68.809;720
68.810;720
68.811;720
68.812;720
68.814;720
68.816;720
68.818;720
68.819;720
68.821;720
68.822;720
68.823;720
68.831;720
68.832;720
68.833;720
68.834;720
68.835;720
68.836;720
68.837;720
68.839;720
68.840;720
68.841;720
68.842;720
68.844;720
68.845;720
68.846;720
68.851;720
68.852;720
68.853;720
68.854;720
68.855;720
68.856;720
68.857;720
68.858;720
68.859;720
68.860;720
68.871;720
68.872;720
68.873;720
68.874;720
68.882;720
68.883;720
68.886;720
69.100;1650
69.104;1800
69.105;2700
69.106;2700
69.110;2600
69.111;2700
69.112;4500
69.113;3300
69.114;1700
69.115;3900
69.120;4800
69.121;940
69.125;1080
69.130;1080
69.135;1080
69.140;1080
69.145;1080
69.150;1080
69.155;1080
69.160;1080
69.165;1080
69.170;1080
69.175;1080
69.180;1080
69.185;1080
69.190;1080
69.195;1080
69.200;1080
69.205;1080
69.210;1080
69.213;1080
69.215;1080
69.220;1080
69.225;1080
69.230;1080
69.235;1080
69.236;1080
69.237;1080
69.238;1080
80.100;21000
80.105;24750
80.110;16500
80.115;21000
80.120;9750
80.125;18000
80.130;9000
80.135;22500
80.140;20250
80.145;6150
80.150;6000
80.155;22500
80.160;7500
80.165;10500
87.001;2400
87.002;2800
87.008;1050
87.011;1050
87.021;1050
87.031;930
87.037;2500
87.054;1050
87.055;1050
87.057;1050
87.059;1050
87.060;1050
87.062;2550
87.063;2550
87.066;1050
87.067;1050
87.103;920
87.106;920
87.107;920
87.109;920
87.110;920
87.116;920
87.121;920
87.124;920
87.126;920
87.144;920
87.146;920
87.149;920
87.150;920
87.158;920
87.171;920
87.180;920
87.181;920
87.184;920
87.185;920
87.187;920
87.189;920
87.192;920
87.205;920
87.210;920
87.212;920
87.217;920
87.221;920
87.225;1485
87.229;920
87.263;920
87.264;920
87.268;920
87.269;920
87.281;920
87.282;920
87.301;920
87.302;920
87.313;920
87.314;720
87.316;920
87.331;920
87.341;1498.5
87.358;920
87.401;920
87.402;920
87.407;1050
87.408;1050
87.502;920
87.503;920
87.506;920
87.507;920
87.508;920
87.509;920
87.510;920
87.512;920
87.514;920
87.516;920
87.517;920
87.518;920
87.520;920
87.523;920
87.524;920
87.525;920
87.526;920
87.528;920
87.539;920
87.540;750
87.542;870
87.546;920
87.547;920
87.549;920
87.561;920
87.562;920
87.563;920
87.564;920
87.565;920
87.568;920
87.570;920
87.571;920
87.572;920
87.575;920
87.580;920
87.581;920
87.583;920
87.584;920
87.586;920
87.587;920
87.589;920
87.590;920
87.601;920
87.604;920
87.606;920
87.607;920
87.608;920
87.609;920
87.611;920
87.612;920
87.614;920
87.619;920
87.620;920
87.622;920
87.624;920
87.625;920
87.627;920
87.650;920
87.651;920
87.653;920
87.655;920
87.657;920
87.659;920
87.660;920
87.661;920
87.662;920
87.669;750
87.672;885
87.675;885
87.679;920
87.683;1350
87.685;920
87.686;920
87.687;920
87.688;920
87.690;920
87.691;920
87.701;920
87.702;920
87.703;920
87.704;920
87.705;920
87.706;920
87.708;920
87.709;920
87.710;920
87.711;920
87.715;920
87.717;920
87.719;920
87.722;920
87.723;1492.5
87.727;920
87.728;920
87.729;1110
87.731;920
87.736;920
87.753;920
87.754;920
87.756;920
87.803;1980
87.804;1980
87.821;2850
87.823;3570
87.829;2600
87.852;1275
87.855;920
87.856;2100
87.857;1800
87.858;1948.5
87.859;1980
87.871;2200
87.881;2600
87.885;1050
87.886;1100
87.887;2070
87.888;2070
93.000;1160
93.010;1190
93.100;3500
93.110;2760
93.120;640
93.121;1540
93.122;1700
93.123;3330
93.124;1230
93.125;3450
93.126;8500
93.127;3690
93.128;1780
93.129;1870
93.130;2800
93.131;5380
93.135;1970
93.136;6000
93.137;2600
93.138;4500
93.139;2840
93.140;1350
93.141;3370
93.150;1360
93.151;3280
93.155;5220
93.165;2800
93.170;960
93.175;3230
93.180;1470
93.181;3670
93.185;1220
93.195;3160
93.265;10660
93.270;900
93.275;2500
93.280;2270
93.282;15700
93.283;14000
93.285;2600
93.290;2120
93.291;5600
93.292;3140
93.295;1650
93.300;790
93.305;700
93.310;1900
93.311;4700
93.315;1510
93.320;3100
93.321;4250
93.325;960
93.330;1680
93.335;2430
93.340;1880
93.341;3920
93.342;2000
93.343;4700
93.345;5060
93.350;1600
93.355;1900
93.360;2790
93.365;1390
93.369;1200
93.370;1300
93.375;1560
93.380;2300
93.381;2070
93.385;3000
93.390;2500
93.395;3500
93.400;3000
93.405;1900
93.410;1960
93.414;2000
93.415;2500
93.420;7000
93.425;5700
93.430;5480
93.435;4320
93.440;9800
93.445;13000
93.447;5600
93.450;13600
93.455;7400
93.460;7300
93.465;8250
93.466;9100
93.470;1510
93.471;730
93.472;780
93.474;890
93.475;5310
93.476;5670
93.477;4290
93.479;3020
93.480;1550
93.483;3350
93.515;4400
93.525;10500
93.530;6200
93.535;4260
93.540;3050
93.550;3400
93.555;4400
93.560;2800
93.565;850
93.570;3670
93.600;9420
93.605;7350
93.620;3370
93.670;4000
93.675;3200
93.680;5400
93.800;3100
93.810;1270
93.811;2870
93.812;3950
93.813;1350
93.814;2380
93.815;4990
93.816;2830
93.817;2300
93.818;3700
93.819;1600
93.820;3530
93.822;9400
93.823;7500
93.824;7300
93.825;1250
93.826;2600
93.827;3800
93.828;5800
93.829;5200
93.830;15000
93.831;7800
93.833;6600
93.834;7800
93.837;3950
93.850;2800
93.851;26400
93.852;2540
93.853;4200
93.860;3390
93.861;6840
93.862;6300
93.900;3200
93.901;1800
93.902;3100
95.000;3000
95.050;7800
95.100;3300
95.150;2250
95.155;1450
95.160;4500
95.165;1530
95.180;4350
95.200;468
95.205;850
95.510;3700
95.515;2300
95.520;2300
95.525;2300
95.530;2300
95.535;2300
99.203;1200
99.205;1500
99.219;1500
99.221;680
99.223;300
